area_name,count,percent
Межозёрный (Челябинская область),14,0.00022
Александровское (Томская область),14,0.00022
Старосубхангулово,14,0.00022
Трудобеликовский,14,0.00022
Алексеевск,14,0.00022
Государство Палестина,14,0.00022
Ивановская область,14,0.00022
Мордово,14,0.00022
Алексеевская (Краснодарский край),14,0.00022
Кашары,14,0.00022
Новое Атлашево,14,0.00022
Бачатский,14,0.00022
Турочак,14,0.00022
Каменское,14,0.00022
Сурское (Ульяновская область),14,0.00022
Деденево,14,0.00022
Идрица,14,0.00022
Печерск,14,0.00022
Донецкая область,14,0.00022
Тульский (Адыгея),14,0.00022
Уваровка (Московская область),14,0.00022
Ольгинская (Ростовская область),14,0.00022
Сырдарья,14,0.00022
Орда (Пермский край),14,0.00022
Иордания,14,0.00022
Асака,14,0.00022
Яшкино,14,0.00022
Гордеевка,14,0.00022
Омская область,14,0.00022
"Мирный (Брянская область, Гордеевский район)",14,0.00022
Жирятино,14,0.00022
Башмаково,14,0.00022
Карсун,14,0.00022
Ильинка (Икрянинский район),14,0.00022
Айкино,14,0.00022
Строитель,14,0.00022
Абрамовка,14,0.00022
Эфиопия,14,0.00022
Нефтегорск (Краснодарский край),14,0.00022
Целинное (Курганская область),14,0.00022
Раевская,14,0.00022
Бетьки,14,0.00022
Ромоданово,14,0.00022
Виноградный (Темрюкский район),14,0.00022
Ржаница,14,0.00022
Гигант,14,0.00022
Красная Яруга,14,0.00022
Курчалой,14,0.00022
Курская (Ставропольский край),14,0.00022
"Комсомольский (Кунгурский район, Пермский край)",14,0.00022
Воробьёвка,14,0.00022
Усть-Качка,14,0.00022
Майна (Ульяновская область),14,0.00022
Липецкая область,14,0.00022
Вохма,14,0.00022
Белый Яр,14,0.00022
Култаево,14,0.00022
Краснохолмский,14,0.00022
Рассвет,14,0.00022
Хвойная,14,0.00022
Газимурский Завод,14,0.00022
Красный Октябрь,14,0.00022
Чистогорский,14,0.00022
Раздольное (Приморский край),14,0.00022
Советский (Ленинградская область),14,0.00022
Селенгинск,14,0.00022
Началово,13,0.00021
Небуг,13,0.00021
Нижняя Мактама,13,0.00021
Перемышль,13,0.00021
Волово (Тульская область),13,0.00021
Илек,13,0.00021
Троицкое (Сахалинская область),13,0.00021
Михайловская,13,0.00021
Колодезный,13,0.00021
Уругвай,13,0.00021
Сива (Пермский край),13,0.00021
Смоленское,13,0.00021
Никольский (Ленинградская область),13,0.00021
Кокино,13,0.00021
Ивот,13,0.00021
Кипень,13,0.00021
Мисайлово,13,0.00021
Латная,13,0.00021
Панино,13,0.00021
Кагарлык,13,0.00021
Птичное,13,0.00021
Мосты,13,0.00021
Судиславль,13,0.00021
Переяславка,13,0.00021
Столин,13,0.00021
Нижний Баскунчак,13,0.00021
Ягодное (Магаданская область),13,0.00021
Лихой,13,0.00021
Репино,13,0.00021
Энергетик,13,0.00021
Вычегодский,13,0.00021
Атаманская,13,0.00021
Исландия,13,0.00021
Дзержинское,13,0.00021
Большая Ижора,13,0.00021
Вышгород,13,0.00021
Старь,13,0.00021
Стерлибашево,13,0.00021
Бичура,13,0.00021
Дмитриевка,13,0.00021
Воронки,13,0.00021
Могойтуй,13,0.00021
Полетаево (Челябинская область),13,0.00021
Нивное (Брянская область),13,0.00021
Троицкий,13,0.00021
Москаленки,13,0.00021
Ишлеи,13,0.00021
Гремячье,13,0.00021
Верх-Нейвинский,13,0.00021
Городищи,13,0.00021
Темиртау (Кемеровская область),13,0.00021
"Алексеевка (Уфимский район, Башкортостан)",13,0.00021
Тлюстенхабль,13,0.00021
Тамбовская область,13,0.00021
Оман,13,0.00021
Хомутово,13,0.00021
Красноярка,13,0.00021
Новосёлово,13,0.00021
Головчино,13,0.00021
Тим,13,0.00021
Алат (Узбекистан),13,0.00021
Зверосовхоз (Московская область),13,0.00021
Буча,13,0.00021
Приобье,13,0.00021
Кунья,13,0.00021
Голубицкая,13,0.00021
Визинга,13,0.00021
Крапивинский,13,0.00021
Шарлык,13,0.00021
Ташкиново,13,0.00021
Знаменское,13,0.00021
Кричев,13,0.00021
Верхнебаканский,13,0.00021
Адыге-Хабль,13,0.00021
Краснооктябрьский,13,0.00021
Кумылженская,13,0.00021
Яльчики,13,0.00021
Дубовка (Тульская область),13,0.00021
Жабинка,13,0.00021
Глубокий,13,0.00021
Светлый (Оренбургская область),13,0.00021
Оренбургская область,13,0.00021
Омсукчан,12,0.00019
Троицкая,12,0.00019
Кокоревка,12,0.00019
Десятуха,12,0.00019
Адамовка,12,0.00019
Палкино (Псковская область),12,0.00019
Дергачи (Саратовская область),12,0.00019
Хомутовка,12,0.00019
Высокое (Краснодарский край),12,0.00019
Сирия,12,0.00019
Хор (Хабаровский край),12,0.00019
Бованенково,12,0.00019
Клёново (Московская область),12,0.00019
Вышков (Брянская область),12,0.00019
Свень,12,0.00019
Верхнедвинск,12,0.00019
Овстуг,12,0.00019
Саратовская,12,0.00019
Калевала,12,0.00019
Клецк,12,0.00019
Мстиславль,12,0.00019
Верхние Киги,12,0.00019
Республика Гватемала,12,0.00019
Сакмара,12,0.00019
Ерзовка,12,0.00019
Панама,12,0.00019
Виноградный (Крымский район),12,0.00019
Лайково,12,0.00019
Трудармейский,12,0.00019
Дрожжино,12,0.00019
Родионово-Несветайская,12,0.00019
Большой Сундырь,12,0.00019
Дорогино,12,0.00019
Донское,12,0.00019
Струги Красные,12,0.00019
Новолуговое,12,0.00019
Новоминская,12,0.00019
Износки,12,0.00019
Большое Сорокино,12,0.00019
Красноармейское,12,0.00019
Новосемейкино,12,0.00019
Тимирязевский (Челябинская область),12,0.00019
Ильинско-Подомское,12,0.00019
Евсино,12,0.00019
Армизонское,12,0.00019
Веселовка (Краснодарский край),12,0.00019
Тереньга,12,0.00019
Зарафшан,12,0.00019
Аксукент,12,0.00019
Верховажье,12,0.00019
Альменево,12,0.00019
Темиргоевская,12,0.00019
Акбулак,12,0.00019
Куйбышевский Затон,12,0.00019
Панковка,12,0.00019
Маслянино,12,0.00019
Солнцево (Курская область),12,0.00019
Гари (Свердловская область),12,0.00019
Приладожский,12,0.00019
Горный (Ростовская область),12,0.00019
Малошуйка,12,0.00019
Грачевка (Оренбургская область),12,0.00019
Шатурторф,12,0.00019
Киевское (Краснодарский край),12,0.00019
Грачевка,12,0.00019
Шаля,12,0.00019
Белореченский,12,0.00019
Радищево (Ульяновская область),12,0.00019
Чистоозерное,12,0.00019
Мегет,12,0.00019
Гори,12,0.00019
Радовицкий,12,0.00019
Шербакуль,12,0.00019
Мельниково,12,0.00019
Мирное (Республика Крым),12,0.00019
Солнечнодольск,12,0.00019
Кировск (Могилевская область),12,0.00019
Кельмаксола,12,0.00019
Кировский (Астраханская область),12,0.00019
Гаспра,12,0.00019
Шемурша,12,0.00019
Калужская (Краснодарский край),12,0.00019
Тюльган,12,0.00019
Мишковка (Брянская область),12,0.00019
Игрим,11,0.00017
Горное Лоо,11,0.00017
Лежнево,11,0.00017
Персиановский,11,0.00017
Гирей,11,0.00017
Домна (Забайкальский край),11,0.00017
Лебяжье,11,0.00017
Любинский,11,0.00017
Новоаганск,11,0.00017
Улаган,11,0.00017
Глоднево (Брянская область),11,0.00017
Крупки,11,0.00017
Каражал,11,0.00017
Волжское (Астраханская область),11,0.00017
Андреевский (Тюменская область),11,0.00017
Ливия,11,0.00017
Барышевка,11,0.00017
Архангельская,11,0.00017
Шемышейка,11,0.00017
Первомайское (Томская область),11,0.00017
"Николаевка (Благовещенский район, Башкортостан)",11,0.00017
Большеречье,11,0.00017
Воля,11,0.00017
Октябрьское (Ханты-Мансийский АО),11,0.00017
Красный Октябрь (Курганская область),11,0.00017
Коноково,11,0.00017
Черемисиново,11,0.00017
Антиповка,11,0.00017
Большие Чапурники,11,0.00017
Нижний Кисляй,11,0.00017
Малиновка,11,0.00017
Бекабад,11,0.00017
Зональное,11,0.00017
Романовка,11,0.00017
Солнечный (Ханты-Мансийский АО),11,0.00017
Маргилан,11,0.00017
Маркова,11,0.00017
Солнечный (Красноярский край),11,0.00017
Кузоватово,11,0.00017
Кузнечное,11,0.00017
Марковский (Пермский край),11,0.00017
Епифань,11,0.00017
Приамурский,11,0.00017
Агеево (Тульская область),11,0.00017
Обливская,11,0.00017
Междуреченск (Коми),11,0.00017
Пристень,11,0.00017
Белозерское (Курганская область),11,0.00017
Ермекеево,11,0.00017
Адагум,11,0.00017
Марокко,11,0.00017
Нюксеница,11,0.00017
Заветное,11,0.00017
Теплоозёрск,11,0.00017
Красные Четаи,11,0.00017
Кашхатау,11,0.00017
Мильково (Камчатский край),11,0.00017
Новое Ступино,11,0.00017
Кыштовка,11,0.00017
Виноградный (муниципальное образование город-курорт Анапа),11,0.00017
Мокшан,11,0.00017
Оловянная,11,0.00017
Приморский (Республика Крым),11,0.00017
Дубовское,11,0.00017
Пряжа,11,0.00017
Глубокий (Краснодарский край),11,0.00017
Кунашак,11,0.00017
Одесская область,11,0.00017
Белая,11,0.00017
Рублево,11,0.00017
Чуровичи,11,0.00017
Зеленогорский,11,0.00017
Свободный (Свердловская область),11,0.00017
Ветлужский,11,0.00017
Дятлово,11,0.00017
Туруханск,11,0.00017
Самойловка,11,0.00017
Сеща,11,0.00017
Каменномостский,11,0.00017
Смидович (Еврейская АО),11,0.00017
Красный Яр,11,0.00017
Петропавловская (Краснодарский край),11,0.00017
Бобровка (Челябинская область),11,0.00017
Ремонтное,11,0.00017
Баган,11,0.00017
Морское (Республика Крым),11,0.00017
Казанское,11,0.00017
Давыдовка,11,0.00017
Лямино (Пермский край),11,0.00017
Абай,11,0.00017
Черусти,11,0.00017
Пятовский,11,0.00017
Атемар,11,0.00017
Бетлица,11,0.00017
Ляховичи,11,0.00017
Старое Дрожжаное,11,0.00017
Лопандино,11,0.00017
Усть-Абакан,11,0.00017
Локомотивный (Челябинская область),11,0.00017
Намибия,11,0.00017
Кабанск,11,0.00017
Покровское (городской округ Истра),11,0.00017
Шувое,11,0.00017
Плюсса,11,0.00017
Ставропольский край,11,0.00017
Чик,11,0.00017
Мраково,11,0.00017
Исса,11,0.00017
Липин Бор,11,0.00017
Калчуга,11,0.00017
Старая Полтавка,10,0.00016
Толмачёво (Ленинградская область),10,0.00016
Тамала,10,0.00016
Ермолаево (Башкортостан),10,0.00016
Хабаровский край,10,0.00016
Брагин,10,0.00016
Павино,10,0.00016
Березань,10,0.00016
Калининградская область,10,0.00016
Глебовка (Краснодарский край),10,0.00016
Дубки (Саратовская область),10,0.00016
Североонежск,10,0.00016
Смышляевка,10,0.00016
Калининец,10,0.00016
Витим,10,0.00016
Клетская,10,0.00016
Республика Гана,10,0.00016
Пакистан,10,0.00016
Родники (Челябинская область),10,0.00016
Высокий,10,0.00016
Малорита,10,0.00016
Косиха,10,0.00016
Псковская область,10,0.00016
Тюменская область,10,0.00016
Явас,10,0.00016
Щучин,10,0.00016
Глебовский,10,0.00016
Московский (Тюменская область),10,0.00016
Белоозерск,10,0.00016
Шепси,10,0.00016
Аккурган,10,0.00016
Азово,10,0.00016
Екатериновка (Краснодарский край),10,0.00016
Новый Ропск,10,0.00016
Русская Поляна,10,0.00016
Зайково (Свердловская область),10,0.00016
Бердюжье,10,0.00016
Ватутинки,10,0.00016
Пролетарий,10,0.00016
Кайеркан,10,0.00016
Раздольное (Новосибирская область),10,0.00016
Таежный,10,0.00016
Ольгинская,10,0.00016
Горный (Саратовская область),10,0.00016
Тамбовка (Амурская область),10,0.00016
Урмары,10,0.00016
Горный (Забайкальский край),10,0.00016
Свислочь,10,0.00016
Скородное,10,0.00016
Глубокое (Восточно-Казахстанская область),10,0.00016
Савино,10,0.00016
Кизильское,10,0.00016
Пашия,10,0.00016
Каменка,10,0.00016
Старая (Ленинградская область),10,0.00016
Климовичи,10,0.00016
Березанская,10,0.00016
Янтиково,10,0.00016
Каргасок,10,0.00016
Лузино,10,0.00016
Красная Поляна (Ростовская область),10,0.00016
Новониколаевская (Краснодарский край),10,0.00016
Кудряшовский,10,0.00016
Бриньковская,10,0.00016
Чемал,10,0.00016
Авдон,10,0.00016
Республика Северный Судан,10,0.00016
Ургут,10,0.00016
Лоев,10,0.00016
Сентябрьский,10,0.00016
Смирных,10,0.00016
Караваево,10,0.00016
ДСК Мичуринец,10,0.00016
Республика Маврикий,10,0.00016
Никольск,10,0.00016
Кедровый (Красноярский край),10,0.00016
Сосьва,10,0.00016
Андрюки,10,0.00016
Реюньон,10,0.00016
Инзер,10,0.00016
Копыль,10,0.00016
Михайловка (Иркутская область),10,0.00016
Торбеево,10,0.00016
Усть-Уда,10,0.00016
Нижняя Тавда,10,0.00016
Сергеевка (Северо-Казахстанская область),10,0.00016
Улёты,10,0.00016
Покровск (Донецкая область),10,0.00016
Шемордан,10,0.00016
Вохтога,10,0.00016
Электроизолятор,10,0.00016
Бесскорбная,10,0.00016
Большие Колпаны,10,0.00016
Уразово,10,0.00016
Тасеево,10,0.00016
Республика Сенегал,10,0.00016
Наровля,10,0.00016
Ливенка,10,0.00016
Житикара,10,0.00016
Жалагаш,10,0.00016
Гидростроитель,10,0.00016
Петра Дубрава,10,0.00016
Республика Кот-д’Ивуар,10,0.00016
Воронцовка,10,0.00016
Ивье,10,0.00016
Барсово,10,0.00016
Бершеть,10,0.00016
Ревякино,10,0.00016
Пшехская,9,0.00014
Добруш,9,0.00014
Терновка (Воронежская область),9,0.00014
Сибирский,9,0.00014
Мухоршибирь,9,0.00014
Екатериновка (Саратовская область),9,0.00014
Бурея (Амурская область),9,0.00014
Каликино,9,0.00014
Новоукраинское,9,0.00014
Благоево (Коми),9,0.00014
Тоцкое,9,0.00014
"Прогресс (Янаульский район, Башкортостан)",9,0.00014
Есиль,9,0.00014
Петриков,9,0.00014
Веселое (Курская область),9,0.00014
Кирпичный (Волгоградская область),9,0.00014
Барсуки,9,0.00014
Калиновка,9,0.00014
Краснощёково,9,0.00014
Алекса́ндров Гай,9,0.00014
Смоленская область,9,0.00014
Старые Бобовичи,9,0.00014
Люботин,9,0.00014
Форносово,9,0.00014
Байкалово,9,0.00014
Подгорное,9,0.00014
Верхнее Дуброво,9,0.00014
Дмитриевская (Краснодарский край),9,0.00014
Калга,9,0.00014
Исток,9,0.00014
Кременкуль,9,0.00014
Калашниково,9,0.00014
"Дмитриевка (Уфимский район, Башкортостан)",9,0.00014
Шолоховский,9,0.00014
Красноярский,9,0.00014
Республика Либерия,9,0.00014
Пестяки,9,0.00014
Горноправдинск,9,0.00014
Кукуштан,9,0.00014
Быхов,9,0.00014
Лучинское,9,0.00014
Здвинск,9,0.00014
Приморский край,9,0.00014
Белый Яр (Республика Хакасия),9,0.00014
Тоцкое Второе,9,0.00014
Угловка,9,0.00014
Рябово (Ленинградская область),9,0.00014
Восточный (Свердловская область),9,0.00014
Песчанокопское,9,0.00014
Орлово,9,0.00014
Старая Станица (Краснодарский край),9,0.00014
Хоринск,9,0.00014
Поярково (Амурская область),9,0.00014
Дрибин,9,0.00014
Плавица,9,0.00014
Красногвардейское (Адыгея),9,0.00014
Константиновка (Амурская область),9,0.00014
Хива,9,0.00014
Нововолынск,9,0.00014
Богуслав,9,0.00014
Вишневогорск,9,0.00014
Зугдиди,9,0.00014
Гостагаевская,9,0.00014
Назия,9,0.00014
Новодмитриевская,9,0.00014
Сунтар,9,0.00014
Костюковичи,9,0.00014
Чернь,9,0.00014
Великовечное,9,0.00014
Оленино,9,0.00014
Ижма (Коми),9,0.00014
"Карамышево (Тульская область, Щёкинский район)",9,0.00014
Новатор,9,0.00014
Соколовское (Краснодарский край),9,0.00014
Введенское,9,0.00014
Парагвай,9,0.00014
Войскорово,9,0.00014
Вознесенье (Ленинградская область),9,0.00014
Большой Лог,9,0.00014
Ахалцихе,9,0.00014
Митрофановка,9,0.00014
Ахтанизовская,9,0.00014
Донское (Ставропольский край),9,0.00014
Новобирюсинский,9,0.00014
Парабель,9,0.00014
Ахтарский,9,0.00014
Новоалексеевское (Свердловская область),9,0.00014
Большой Улуй,9,0.00014
Челбасская,9,0.00014
Пономарёвка,9,0.00014
Бородинский,9,0.00014
Средняя Елюзань,9,0.00014
Дуван,9,0.00014
Зельва,9,0.00014
Конышевка,9,0.00014
Ильино,9,0.00014
Прохладный (Свердловская область),9,0.00014
Буда-Кошелево,9,0.00014
Передовая (Краснодарский край),9,0.00014
Жмеринка,9,0.00014
Мьянма,9,0.00014
Уват,9,0.00014
Овощной (Ростовская область),9,0.00014
Дукат (Магаданская область),9,0.00014
Юськасы,9,0.00014
Мечниково,9,0.00014
Жаксы,9,0.00014
Переяслав-Хмельницкий,9,0.00014
Минская область,9,0.00014
Никольское (Костромская область),9,0.00014
Большое Сареево,9,0.00014
Рахья,9,0.00014
Синезерки,9,0.00014
Викулово,9,0.00014
Янгиюль,9,0.00014
Копанская,9,0.00014
Октябрьский (Гомельская область),9,0.00014
Стрелка,9,0.00014
Ростовка,9,0.00014
Верхневилюйск,9,0.00014
Кош-Агач,9,0.00014
Томская область,9,0.00014
Октябрьский (Тульская область),8,0.00013
Хойники,8,0.00013
Шалинское,8,0.00013
Сафакулево,8,0.00013
Сафоново (Мурманская область),8,0.00013
Совхозный (Краснодарский край),8,0.00013
Старая Ладога,8,0.00013
Шаран,8,0.00013
Пески,8,0.00013
Юсьва,8,0.00013
Ржищев,8,0.00013
Первомайский (Коркинский район),8,0.00013
Ржакса,8,0.00013
Шелаболиха,8,0.00013
Червень,8,0.00013
Упорная,8,0.00013
Усть-Чарышская Пристань,8,0.00013
Путёвка,8,0.00013
Юбилейный (Краснодарский край),8,0.00013
Ушарал,8,0.00013
Усть-Кишерть,8,0.00013
Староюрьево,8,0.00013
Троебортное,8,0.00013
Печенга,8,0.00013
Пионерский (Свердловская область),8,0.00013
Шыгырдан,8,0.00013
Поддорье,8,0.00013
Ставропольская,8,0.00013
Усвяты,8,0.00013
Смоленщина,8,0.00013
Селидово,8,0.00013
Темижбекская,8,0.00013
Чучково,8,0.00013
Угра,8,0.00013
Ясногорск (Забайкальский край),8,0.00013
Садовый (Свердловская область),8,0.00013
Ясная Поляна (Тульская область),8,0.00013
Орел-Изумруд (Краснодарский край),8,0.00013
Уинское,8,0.00013
Целинное,8,0.00013
Териберка,8,0.00013
Прогресс (Амурская область),8,0.00013
Русский Акташ,8,0.00013
Сумкино (Тюменская область),8,0.00013
Северное,8,0.00013
Северное (Новосибирская область),8,0.00013
Рудногорск,8,0.00013
Товарковский,8,0.00013
Частые,8,0.00013
Чашники,8,0.00013
Сосновка (Кемеровская область),8,0.00013
Тойтепа,8,0.00013
Романово,8,0.00013
Республика Мадагаскар,8,0.00013
свх Масловский,8,0.00013
Октябрьский (Красноярский край),8,0.00013
Баговская,8,0.00013
Нежинский (Ставропольский край),8,0.00013
Неболчи,8,0.00013
Виллози,8,0.00013
Натухаевская,8,0.00013
Вольное (Астраханская область),8,0.00013
Габон,8,0.00013
Гайдук,8,0.00013
Гобики,8,0.00013
Монетный,8,0.00013
Молочное (Вологодская область),8,0.00013
Грушевская,8,0.00013
Двинской,8,0.00013
Двуреченск,8,0.00013
Михайловское,8,0.00013
Мир,8,0.00013
Верхнетемерницкий,8,0.00013
Верх-Чебула,8,0.00013
Нижний Бестях,8,0.00013
Новичиха,8,0.00013
Батецкий,8,0.00013
Батуринская,8,0.00013
Белое (Адыгея),8,0.00013
Нововаршавка,8,0.00013
Белушья Губа,8,0.00013
Бердигестях,8,0.00013
Болхуны,8,0.00013
Буруны (Астраханская область),8,0.00013
Большая Ирба,8,0.00013
Большая Соснова,8,0.00013
Николаевка (Ростовская область),8,0.00013
Браслав,8,0.00013
Нижняя Пойма,8,0.00013
Нижняя Омка,8,0.00013
Миоры,8,0.00013
Домбаровский,8,0.00013
Милютинская,8,0.00013
Красноярская (Ростовская область),8,0.00013
Летняя Ставка,8,0.00013
Константиновская (Краснодарский край),8,0.00013
Котельский,8,0.00013
Лебяжье (Курганская область),8,0.00013
Красноборск,8,0.00013
Ладыжин,8,0.00013
Кривошеино,8,0.00013
Ковалевское (Краснодарский край),8,0.00013
Кыра,8,0.00013
Кривянская,8,0.00013
Куйтун (Республика Бурятия),8,0.00013
Кулешовка,8,0.00013
Кулой,8,0.00013
Култук,8,0.00013
Ливан,8,0.00013
Кличев,8,0.00013
Другое,8,0.00013
Заюково,8,0.00013
Дубровно,8,0.00013
Дульдурга,8,0.00013
Ельск,8,0.00013
Жешарт,8,0.00013
Жирнов,8,0.00013
Заплюсье,8,0.00013
Золотухино,8,0.00013
Кичменгский Городок,8,0.00013
Малая Сердоба,8,0.00013
Каменка (Кабардино-Балкария),8,0.00013
Карагайлинский,8,0.00013
Каховка,8,0.00013
Кашино (Свердловская область),8,0.00013
Кизляр (Северная Осетия),8,0.00013
Новолукомль,8,0.00013
Курманаевка,8,0.00013
Алексеевская,8,0.00013
Акбаш (Свердловская область),8,0.00013
Багамские Острова,8,0.00013
Новоуткинск,8,0.00013
Аксай (Дагестан),8,0.00013
Одоев,8,0.00013
Аромашево,8,0.00013
Амурзет,8,0.00013
Новый,8,0.00013
Акша (Забайкальский край),8,0.00013
Аксарайский,8,0.00013
Атюрьево,8,0.00013
Атасу,8,0.00013
Артышта,8,0.00013
Алтайский край,8,0.00013
Анненский Мост,8,0.00013
Авдеевка,8,0.00013
Новый Городок (Одинцовский район),8,0.00013
Тиличики,7,0.00011
Микашевичи,7,0.00011
Теплая Гора,7,0.00011
Межевой (Саткинский район),7,0.00011
Ерофей Павлович,7,0.00011
"Юмагузино (Кугарчинский район, Башкортостан)",7,0.00011
Прибельский,7,0.00011
Елизаветино (Ленинградская область),7,0.00011
Багдарин,7,0.00011
Привокзальный (Свердловская область),7,0.00011
Привольная (Краснодарский край),7,0.00011
Должанская,7,0.00011
Жайрем,7,0.00011
Прикубанский,7,0.00011
Татаново,7,0.00011
Тарногский Городок,7,0.00011
Марёво,7,0.00011
Приморск (Волгоградская область),7,0.00011
Марьяновка,7,0.00011
Марфино (Астраханская область),7,0.00011
Талинка,7,0.00011
Талакан (Амурская область),7,0.00011
Тайцы,7,0.00011
Тайтурка,7,0.00011
Антипино,7,0.00011
Троицкое (Хабаровский край),7,0.00011
Антропово,7,0.00011
Дзержинск (Донецкая область),7,0.00011
Арысь (Туркестанская область),7,0.00011
Нежинка,7,0.00011
Архангельская область,7,0.00011
Владимир-Волынский,7,0.00011
Надежда (Ставропольский край),7,0.00011
Пионерский (Ханты-Мансийский АО),7,0.00011
Усть-Омчуг,7,0.00011
Нагутское,7,0.00011
Вороново,7,0.00011
Усть-Кокса,7,0.00011
Усть-Камчатск,7,0.00011
Усть-Большерецк,7,0.00011
Усть-Баргузин,7,0.00011
Плеханово,7,0.00011
Новый Рогачик,7,0.00011
Ганцевичи,7,0.00011
Глуск,7,0.00011
Узынагаш,7,0.00011
Подушкино,7,0.00011
Городок,7,0.00011
Молчаново,7,0.00011
Гостилицы,7,0.00011
Грицовский,7,0.00011
Арзгир,7,0.00011
Губская,7,0.00011
Гуляевка (Волгоградская область),7,0.00011
Обозерский,7,0.00011
Южный (Алтайский край),7,0.00011
Троицкий (Свердловская область),7,0.00011
Знаменка,7,0.00011
Старый Городок (Одинцовский район),7,0.00011
Зудилово,7,0.00011
Красногорское (Алтайский край),7,0.00011
Колпны,7,0.00011
Колчаново,7,0.00011
Республика Мордовия,7,0.00011
Кондинское,7,0.00011
Кондоль,7,0.00011
Лесогорск,7,0.00011
Серафимовский,7,0.00011
Кореличи,7,0.00011
Ленинский (Свердловская область),7,0.00011
Село имени Бабушкина,7,0.00011
Левокумское,7,0.00011
Северо-Енисейский,7,0.00011
Ясенская,7,0.00011
Северка (Свердловская область),7,0.00011
Родниковская,7,0.00011
Зюкайка,7,0.00011
Красное (Краснодарский край),7,0.00011
Краснополье (Могилевская область),7,0.00011
Краснохолм,7,0.00011
Красные Липки,7,0.00011
Акимовка,7,0.00011
Октябрьский (Хабаровский край),7,0.00011
Куяново (Башкортостан),7,0.00011
Кутулик,7,0.00011
Крутинка,7,0.00011
Кува,7,0.00011
Сабетта,7,0.00011
Рязанская,7,0.00011
"Октябрьский (Красноармейский район, Краснодарский край)",7,0.00011
Рудный (Свердловская область),7,0.00011
Республика Куба,7,0.00011
Симеиз,7,0.00011
Кожевниково,7,0.00011
Линево,7,0.00011
Ижморский,7,0.00011
Исеть,7,0.00011
Вершино-Дарасунский,7,0.00011
Старонижестеблиевская,7,0.00011
Алкино-2,7,0.00011
Макаров (Киевская область),7,0.00011
Старолеушковская,7,0.00011
Казьминское,7,0.00011
Майкор,7,0.00011
Майкопское,7,0.00011
Магнитка (Кусинский район),7,0.00011
Али-Бердуковский,7,0.00011
Пятигорский,7,0.00011
Сосново-Озерское,7,0.00011
Любытино,7,0.00011
Сомово,7,0.00011
Александровский Завод,7,0.00011
Кваркено,7,0.00011
Совхозный,7,0.00011
Кемеровская область,7,0.00011
Советская,7,0.00011
Кировская,7,0.00011
Кировский,7,0.00011
Оек,7,0.00011
Озерки (Алтайский край),7,0.00011
Ломовка (Башкортостан),7,0.00011
Славный (Тульская область),7,0.00011
Лихтенштейн,7,0.00011
Лиозно,7,0.00011
Ветка,7,0.00011
Гремячее (Тульская область),7,0.00011
Осакаровка,7,0.00011
Новая Одесса,7,0.00011
Песчанка,7,0.00011
Базарный Сызган,7,0.00011
Первомайский (Забайкальский край),7,0.00011
Чаусы,7,0.00011
Пено,7,0.00011
Хотимск,7,0.00011
Щелкун,7,0.00011
Шиели,7,0.00011
Центральный (Рязанская область),7,0.00011
Бешкент,7,0.00011
"Центральный (Тульская область, Суворовский район)",7,0.00011
Хурба,7,0.00011
Байкит,7,0.00011
Новодеревянковская,7,0.00011
Черноерковская,7,0.00011
Новоджерелиевская,7,0.00011
Чувашское Дрожжаное,7,0.00011
Береславка,7,0.00011
Ачит,7,0.00011
Цаган Аман,7,0.00011
Новая Рассоха (Свердловская область),7,0.00011
Переволоцкий,7,0.00011
Баево,7,0.00011
Баяндай,7,0.00011
Верх-Усугли,7,0.00011
Брянская область,7,0.00011
Новоселицкое,7,0.00011
Некрасовская,7,0.00011
Шихазаны,7,0.00011
Шахрисабз,7,0.00011
Бегуницы,7,0.00011
Беляевка (Оренбургская область),7,0.00011
Богородское (Московская область),7,0.00011
Белоомут,7,0.00011
Большие Салы,7,0.00011
Шарковщина,7,0.00011
Балаклава,7,0.00011
Багаряк,7,0.00011
Приупский,6,0.00009
Шебалино,6,0.00009
Озерный,6,0.00009
Кормиловка,6,0.00009
Республика Хакасия,6,0.00009
Звериноголовское,6,0.00009
Хабез,6,0.00009
Корсаково,6,0.00009
Заречье,6,0.00009
Новокорсунская,6,0.00009
Корма,6,0.00009
Корткерос,6,0.00009
Ям-Ижора,6,0.00009
Зеленоборский,6,0.00009
Залегощь,6,0.00009
Жарковский (Тверская область),6,0.00009
Емца,6,0.00009
Ермаковское,6,0.00009
Червишево,6,0.00009
Ровное,6,0.00009
Кочёво,6,0.00009
Медное (Тверская область),6,0.00009
Косшы,6,0.00009
Маячный (Башкортостан),6,0.00009
Мачулищи,6,0.00009
Черепеть,6,0.00009
Пригородный,6,0.00009
Ташла,6,0.00009
Ягодное (Самарская область),6,0.00009
Приозёрск (Карагандинская область),6,0.00009
Татарка (Ставропольский край),6,0.00009
Матвеевка,6,0.00009
Лельчицы,6,0.00009
"Чернава (Рязанская область, Милославский район)",6,0.00009
Большая Орловка,6,0.00009
Яготин,6,0.00009
Тараща,6,0.00009
Тамбовка (Астраханская область),6,0.00009
Корфовский,6,0.00009
Новоишимское,6,0.00009
Заводской (Северная Осетия),6,0.00009
Заклинье (Ленинградская область),6,0.00009
Боковская,6,0.00009
Ола (Магаданская область),6,0.00009
Константиновская,6,0.00009
Лысые Горы,6,0.00009
Скадовск,6,0.00009
Скидель,6,0.00009
Кардымово,6,0.00009
